Site_ID,Piezo_ID,Date/Time,deltaH(m),deltaz(m),fittedHK(m/d),flux (m/d),Piezo_ID,Date/Time,deltaH(m),deltaz(m),fittedHK(m/d),flux (m/d),Site_ID,Piezo_ID,Date/Time,deltaH(m),deltaz(m),fittedHK(m/d),flux (m/d),Piezo_ID,Date/Time,deltaH(m),deltaz(m),fittedHK(m/d),flux (m/d),Site_ID,Piezo_ID,Date/Time,deltaH(m),deltaz(m),fittedHK(m/d),flux (m/d),Piezo_ID,Date/Time,deltaH(m),deltaz(m),fittedHK(m/d),flux (m/d),Piezo_ID,Date/Time,deltaH(m),deltaz(m),fittedHK(m/d),flux (m/d)
SL-A,A9,8/15/21 11:45,-0.013580015,,,0.173270465,A12D,8/15/21 11:45,-0.003654961,,,0.116694524,SL-B,B11,8/15/21 12:00,-0.0298306,,,0.078329804,B13,8/15/21 12:00,-0.017431932,,,0.076288544,KL,PZ5,8/5/19 16:34,0.084611417,,,-0.094012685,PZ7,8/5/19 16:34,0.014958521,,,-0.013296463,PZ9,8/5/19 16:54,-0.035899203,,,
SL-A,A9,8/15/21 12:00,-0.019180015,,,0.244722125,A12D,8/15/21 12:00,-0.007254961,,,0.231634283,SL-B,B11,8/15/21 12:15,-0.0279306,,,0.073340745,B13,8/15/21 12:15,-0.012531932,,,0.054844343,KL,PZ5,8/5/19 16:39,0.097390951,,,-0.108212167,PZ7,8/5/19 16:39,0.015958521,,,-0.014185352,PZ9,8/5/19 16:59,-0.04337838,,,
SL-A,A9,8/15/21 12:15,-0.013280015,,,0.169442698,A12D,8/15/21 12:15,-0.007354961,,,0.234827054,SL-B,B11,8/15/21 12:30,-0.0377306,,,0.099073787,B13,8/15/21 12:30,-0.029331932,,,0.128367319,KL,PZ5,8/5/19 16:44,0.110170485,,,-0.122411649,PZ7,8/5/19 16:44,0.015934214,,,-0.014163745,PZ9,8/5/19 17:04,-0.047524224,,,
SL-A,A9,8/15/21 12:30,-0.024080015,,,0.307242327,A12D,8/15/21 12:30,-0.021154961,,,0.675429464,SL-B,B11,8/15/21 12:45,-0.0298306,,,0.078329804,B13,8/15/21 12:45,-0.019431932,,,0.085041279,KL,PZ5,8/5/19 16:49,0.100642693,,,-0.111825214,PZ7,8/5/19 16:49,0.013576573,,,-0.012068065,PZ9,8/5/19 17:09,-0.051670068,,,
SL-A,A9,8/15/21 12:45,-0.021180015,,,0.270240575,A12D,8/15/21 12:45,-0.011254961,,,0.359345126,SL-B,B11,8/15/21 13:00,-0.0248306,,,0.065200702,B13,8/15/21 13:00,-0.017431932,,,0.076288544,KL,PZ5,8/5/19 16:54,0.091114901,,,-0.101238779,PZ7,8/5/19 16:54,0.011218932,,,-0.009972384,PZ9,8/5/19 17:14,-0.051718682,,,
SL-A,A9,8/15/21 13:00,-0.013180015,,,0.168166775,A12D,8/15/21 13:00,-0.002254961,,,0.071995729,SL-B,B11,8/15/21 13:15,-0.0310306,,,0.081480789,B13,8/15/21 13:15,-0.018631932,,,0.081540185,KL,PZ5,8/5/19 16:59,0.081587109,,,-0.090652344,PZ7,8/5/19 16:59,0.007836984,,,-0.006966208,PZ9,8/5/19 17:19,-0.051433964,,,
SL-A,A9,8/15/21 13:15,-0.018380015,,,0.234514745,A12D,8/15/21 13:15,-0.009454961,,,0.301875247,SL-B,B11,8/15/21 13:30,-0.0206306,,,0.054172255,B13,8/15/21 13:30,-0.006231932,,,0.027273227,KL,PZ5,8/5/19 17:04,0.073344037,,,-0.081493374,PZ7,8/5/19 17:04,0.00778837,,,-0.006922995,PZ9,8/5/19 17:24,-0.051149245,,,
SL-A,A9,8/15/21 13:30,-0.007980015,,,0.101818806,A12D,8/15/21 13:30,-5.50E-05,,,0.001754765,SL-B,B11,8/15/21 13:45,-0.0452306,,,0.118767441,B13,8/15/21 13:45,-0.027831932,,,0.121802767,KL,PZ5,8/5/19 17:09,0.065100964,,,-0.072334404,PZ7,8/5/19 17:09,0.007739755,,,-0.006879782,PZ9,8/5/19 17:29,-0.052913141,,,
SL-A,A9,8/15/21 13:45,-0.030580015,,,0.390177289,A12D,8/15/21 13:45,-0.022654961,,,0.72332103,SL-B,B11,8/15/21 14:00,-0.0127306,,,,B13,8/15/21 14:00,0.004668068,,,,KL,PZ5,8/5/19 17:14,0.056857891,,,-0.063175434,PZ7,8/5/19 17:14,0.005642526,,,-0.005015579,PZ9,8/5/19 17:34,-0.05301037,,,
SL-A,A9,8/15/21 14:00,0.003919985,,,-0.050015971,A12D,8/15/21 14:00,0.011845039,,,,SL-B,B11,8/15/21 14:15,-0.0206306,,,0.054172255,B13,8/15/21 14:15,-0.013231932,,,0.0579078,KL,PZ5,8/5/19 17:19,0.05304538,,,-0.058939311,PZ7,8/5/19 17:19,0.00387863,,,-0.003447671,PZ9,8/5/19 17:39,-0.053107599,,,
SL-A,A9,8/15/21 14:15,-0.012980015,,,0.16561493,A12D,8/15/21 14:15,-0.002054961,,,0.065610187,SL-B,B11,8/15/21 14:30,-0.0247306,,,,B13,8/15/21 14:30,-0.006331932,,,,KL,PZ5,8/5/19 17:24,0.04923287,,,-0.054703189,PZ7,8/5/19 17:24,0.002114734,,,-0.001879764,PZ9,8/5/19 17:44,-0.047058984,,,
SL-A,A9,8/15/21 14:30,-0.010080015,,,0.128613178,A12D,8/15/21 14:30,0.000845039,,,,SL-B,B11,8/15/21 14:45,-0.0469306,,,0.123231336,B13,8/15/21 14:45,-0.032531932,,,0.142371695,KL,PZ5,8/5/19 17:29,0.045420359,,,-0.050467066,PZ7,8/5/19 17:29,0.002399453,,,-0.002132847,PZ9,8/5/19 17:49,-0.044677036,,,
SL-A,A9,8/15/21 14:45,-0.032280015,,,0.411867971,A12D,8/15/21 14:45,-0.023354961,,,0.745670428,SL-B,B11,8/15/21 15:00,-0.0375306,,,0.098548623,B13,8/15/21 15:00,-0.024131932,,,0.105610207,KL,PZ5,8/5/19 17:34,0.047371745,,,-0.052635272,PZ7,8/5/19 17:34,0.004350839,,,-0.003867412,PZ9,8/5/19 17:54,-0.042295089,,,
SL-A,A9,8/15/21 15:00,-0.026880015,,,0.342968157,A12D,8/15/21 15:00,-0.016954961,,,0.541333078,SL-B,B11,8/15/21 15:15,-0.0518306,,,0.136097857,B13,8/15/21 15:15,-0.039431932,,,0.172568632,KL,PZ5,8/5/19 17:39,0.04932313,,,-0.054803478,PZ7,8/5/19 17:39,0.006302224,,,-0.005601977,PZ9,8/5/19 17:59,-0.046058984,,,
SL-A,A9,8/15/21 15:15,-0.042180015,,,0.538184298,A12D,8/15/21 15:15,-0.035254961,,,1.125610187,SL-B,B11,8/15/21 15:30,-0.0229306,,,0.060211642,B13,8/15/21 15:30,-0.014531932,,,0.063597078,KL,PZ5,8/5/19 17:44,0.051274516,,,-0.056971684,PZ7,8/5/19 17:44,0.008253609,,,-0.007336542,PZ9,8/5/19 18:04,-0.04982288,,,
SL-A,A9,8/15/21 15:30,-0.015280015,,,0.194961148,A12D,8/15/21 15:30,-0.005354961,,,0.170971633,SL-B,B11,8/15/21 15:45,-0.0521306,,,0.136885603,B13,8/15/21 15:45,-0.036731932,,,0.160752439,KL,PZ5,8/5/19 17:49,0.04751062,,,-0.052789578,PZ7,8/5/19 17:49,0.006538328,,,-0.005811847,PZ9,8/5/19 18:09,-0.053586776,,,
SL-A,A9,8/15/21 15:45,-0.033480015,,,0.427179041,A12D,8/15/21 15:45,-0.025554961,,,0.815911392,SL-B,B11,8/15/21 16:00,-0.0359306,,,0.09434731,B13,8/15/21 16:00,-0.025531932,,,0.111737122,KL,PZ5,8/5/19 17:54,0.043746724,,,-0.048607471,PZ7,8/5/19 17:54,0.004823047,,,-0.004287153,PZ9,8/5/19 18:14,-0.055302057,,,
SL-A,A9,8/15/21 16:00,-0.025280015,,,0.322553397,A12D,8/15/21 16:00,-0.017354961,,,0.554104163,SL-B,B11,8/15/21 16:15,-0.0205306,,,,B13,8/15/21 16:15,-0.004131932,,,,KL,PZ5,8/5/19 17:59,0.039982828,,,-0.044425365,PZ7,8/5/19 17:59,0.001059151,,,-0.000941468,PZ9,8/5/19 18:19,-0.057684005,,,
SL-A,A9,8/15/21 16:15,-0.006880015,,,0.087783658,A12D,8/15/21 16:15,0.002045039,,,,SL-B,B11,8/15/21 16:30,-0.0434306,,,0.114040964,B13,8/15/21 16:30,-0.028031932,,,0.122678041,KL,PZ5,8/5/19 18:04,0.038267547,,,-0.042519497,PZ7,8/5/19 18:04,-0.002704745,,,0.002404218,PZ9,8/5/19 18:24,-0.060065953,,,
SL-A,A9,8/15/21 16:30,-0.032780015,,,0.418247584,A12D,8/15/21 16:30,-0.022854961,,,0.729706572,SL-B,B11,8/15/21 16:45,-0.0406306,,,0.106688667,B13,8/15/21 16:45,-0.026231932,,,0.114800579,KL,PZ5,8/5/19 18:09,0.036552266,,,-0.040613629,PZ7,8/5/19 18:09,-0.006468641,,,0.005749903,PZ9,8/5/19 18:29,-0.06654513,,,
SL-A,A9,8/15/21 16:45,-0.029980015,,,0.382521754,A12D,8/15/21 16:45,-0.021054961,,,0.672236693,SL-B,B11,8/15/21 17:00,0.0012694,,,,B13,8/15/21 17:00,0.023668068,,,,KL,PZ5,8/5/19 18:14,0.034836984,,,-0.03870776,PZ7,8/5/19 18:14,-0.010232536,,,0.009095588,PZ9,8/5/19 18:34,-0.074024307,,,
SL-A,A9,8/15/21 17:00,0.018919985,,,-0.241404345,A12D,8/15/21 17:00,0.027845039,,,,SL-B,B11,8/15/21 17:15,-0.0235306,,,,B13,8/15/21 17:15,-0.008131932,,,,KL,PZ5,8/5/19 18:19,0.034503651,,,-0.03833739,PZ7,8/5/19 18:19,-0.014663099,,,0.013033866,PZ9,8/5/19 18:39,-0.081503484,,,
SL-A,A9,8/15/21 17:15,-0.008880015,,,0.113302108,A12D,8/15/21 17:15,0.002045039,,,,SL-B,B11,8/15/21 17:30,-0.0048306,,,,B13,8/15/21 17:30,0.013568068,,,,KL,PZ5,8/5/19 18:24,0.034170318,,,-0.03796702,PZ7,8/5/19 18:24,-0.019093661,,,0.016972143,PZ9,8/5/19 18:44,-0.080788203,,,
SL-A,A9,8/15/21 17:30,0.011819985,,,-0.150813848,A12D,8/15/21 17:30,0.020745039,,,,SL-B,B11,8/15/21 17:45,-0.0254306,,,0.066776194,B13,8/15/21 17:45,-0.013031932,,,0.057032527,KL,PZ5,8/5/19 18:29,0.033836984,,,-0.037596649,PZ7,8/5/19 18:29,-0.01737838,,,0.015447449,PZ9,8/5/19 18:49,-0.082406255,,,
SL-A,A9,8/15/21 17:45,-0.011780015,,,0.15030386,A12D,8/15/21 17:45,-0.003854961,,,0.123080066,SL-B,B11,8/15/21 18:00,0,,,,B13,8/15/21 18:00,-0.50482606,,,,KL,PZ5,8/5/19 18:34,0.030455037,,,-0.033838929,PZ7,8/5/19 18:34,-0.016663099,,,0.014811643,PZ9,8/5/19 18:54,-0.084024307,,,
SL-A,A9,8/15/21 18:00,-0.102880015,,,1.312669251,A12D,8/15/21 18:00,-0.495649088,,,,SL-B,B11,8/15/21 18:15,0.472812107,,,,B13,8/15/21 18:15,-0.034931932,,,,KL,PZ5,8/5/19 18:39,0.027073089,,,-0.03008121,PZ7,8/5/19 18:39,-0.015947818,,,0.014175838,PZ9,8/5/19 18:59,-0.085642359,,,
SL-A,A9,8/15/21 18:15,-0.035680015,,,0.455249336,A12D,8/15/21 18:15,-0.026754961,,,0.854224645,SL-B,B11,8/15/21 18:30,-0.0420306,,,0.110364815,B13,8/15/21 18:30,-0.028631932,,,0.125303861,KL,PZ5,8/5/19 18:44,0.023691141,,,-0.02632349,PZ7,8/5/19 18:44,-0.019329766,,,0.017182014,PZ9,8/5/19 19:04,-0.068593745,,,
SL-A,A9,8/15/21 18:30,-0.028380015,,,0.362106994,A12D,8/15/21 18:30,-0.019454961,,,0.621152355,SL-B,B11,8/15/21 18:45,-0.0457306,,,0.120080351,B13,8/15/21 18:45,-0.028331932,,,0.123990951,KL,PZ5,8/5/19 18:49,0.020024474,,,-0.022249416,PZ7,8/5/19 18:49,-0.025045047,,,0.022262264,PZ9,8/5/19 19:09,-0.05154513,,,
SL-A,A9,8/15/21 18:45,-0.026080015,,,0.332760777,A12D,8/15/21 18:45,-0.019154961,,,0.611574042,SL-B,B11,8/15/21 19:00,-0.0224306,,,0.058898732,B13,8/15/21 19:00,-0.008031932,,,0.035150688,KL,PZ5,8/5/19 18:54,0.016357807,,,-0.018175341,PZ7,8/5/19 18:54,-0.030760328,,,0.027342514,PZ9,8/5/19 19:14,-0.03654513,,,
SL-A,A9,8/15/21 19:00,-0.008780015,,,0.112026186,A12D,8/15/21 19:00,-0.002854961,,,0.091152355,SL-B,B11,8/15/21 19:15,-0.0426306,,,0.111940308,B13,8/15/21 19:15,-0.031231932,,,0.136682417,KL,PZ5,8/5/19 18:59,0.012691141,,,-0.014101267,PZ7,8/5/19 18:59,-0.034426995,,,0.030601773,PZ9,8/5/19 19:19,-0.057211797,,,
SL-A,A9,8/15/21 19:15,-0.027980015,,,0.357003304,A12D,8/15/21 19:15,-0.019054961,,,0.608381271,SL-B,B11,8/15/21 19:30,-0.0594306,,,0.156054093,B13,8/15/21 19:30,-0.044031932,,,0.192699923,KL,PZ5,8/5/19 19:04,0.023593912,,,-0.026215457,PZ7,8/5/19 19:04,-0.019426995,,,0.01726844,PZ9,8/5/19 19:24,-0.077878464,,,
SL-A,A9,8/15/21 19:30,-0.044780015,,,0.571358283,A12D,8/15/21 19:30,-0.034854961,,,1.112839102,SL-B,B11,8/15/21 19:45,-0.0384306,,,0.100911861,B13,8/15/21 19:45,-0.022031932,,,0.096419835,KL,PZ5,8/5/19 19:09,0.034496682,,,-0.038329647,PZ7,8/5/19 19:09,-0.004426995,,,0.003935106,PZ9,8/5/19 19:29,-0.09854513,,,
SL-A,A9,8/15/21 19:45,-0.019780015,,,0.25237766,A12D,8/15/21 19:45,-0.008854961,,,0.28271862,SL-B,B11,8/15/21 20:00,-0.0366306,,,0.096185384,B13,8/15/21 20:00,-0.018231932,,,0.079789638,KL,PZ5,8/5/19 19:14,0.045399453,,,-0.050443837,PZ7,8/5/19 19:14,0.008524391,,,-0.007577236,PZ9,8/5/19 19:34,-0.08754513,,,
SL-A,A9,8/15/21 20:00,-0.018980015,,,0.24217028,A12D,8/15/21 20:00,-0.006054961,,,0.19332103,SL-B,B11,8/15/21 20:15,-0.0615306,,,0.161568316,B13,8/15/21 20:15,-0.047131932,,,0.206266662,KL,PZ5,8/5/19 19:19,0.028830016,,,-0.032033351,PZ7,8/5/19 19:19,-0.014190891,,,0.012614125,PZ9,8/5/19 19:39,-0.07654513,,,
SL-A,A9,8/15/21 20:15,-0.047880015,,,0.61091188,A12D,8/15/21 20:15,-0.040954961,,,1.307598138,SL-B,B11,8/15/21 20:30,-0.0391306,,,0.102749936,B13,8/15/21 20:30,-0.020731932,,,0.090730557,KL,PZ5,8/5/19 19:24,0.012260578,,,-0.013622865,PZ7,8/5/19 19:24,-0.036906172,,,0.032805486,PZ9,8/5/19 19:44,-0.06554513,,,
SL-A,A9,8/15/21 20:30,-0.025480015,,,0.325105242,A12D,8/15/21 20:30,-0.014554961,,,0.464706572,SL-B,B11,8/15/21 20:45,-0.0322306,,,0.084631774,B13,8/15/21 20:45,-0.013831932,,,0.060533621,KL,PZ5,8/5/19 19:29,-0.004308859,,,0.004787621,PZ7,8/5/19 19:29,-0.055524224,,,0.049354866,PZ9,8/5/19 19:49,-0.070878464,,,
SL-A,A9,8/15/21 20:45,-0.015580015,,,0.198788915,A12D,8/15/21 20:45,-0.005654961,,,0.180549946,SL-B,B11,8/15/21 21:00,-0.0256306,,,0.067301358,B13,8/15/21 21:00,-0.013231932,,,0.0579078,KL,PZ5,8/5/19 19:34,0.006691141,,,-0.007434601,PZ7,8/5/19 19:34,-0.042475609,,,0.037756097,PZ9,8/5/19 19:54,-0.076211797,,,
SL-A,A9,8/15/21 21:00,-0.015980015,,,0.203892605,A12D,8/15/21 21:00,-0.008054961,,,0.257176452,SL-B,B11,8/15/21 21:15,-0.0411306,,,0.108001577,B13,8/15/21 21:15,-0.023731932,,,0.10385966,KL,PZ5,8/5/19 19:39,0.017691141,,,-0.019656823,PZ7,8/5/19 19:39,-0.029426995,,,0.026157329,PZ9,8/5/19 19:59,-0.08154513,,,
SL-A,A9,8/15/21 21:15,-0.024480015,,,0.312346017,A12D,8/15/21 21:15,-0.015554961,,,0.496634283,SL-B,B11,8/15/21 21:30,-0.0323306,,,0.084894356,B13,8/15/21 21:30,-0.019931932,,,0.087229463,KL,PZ5,8/5/19 19:44,0.028691141,,,-0.031879045,PZ7,8/5/19 19:44,-0.01637838,,,0.01455856,PZ9,8/5/19 20:04,-0.083211797,,,
SL-A,A9,8/15/21 21:30,-0.017680015,,,0.225583287,A12D,8/15/21 21:30,-0.006754961,,,0.215670428,SL-B,B11,8/15/21 21:45,-0.0326306,,,0.085682102,B13,8/15/21 21:45,-0.017231932,,,0.075413271,KL,PZ5,8/5/19 19:49,0.019260578,,,-0.021400642,PZ7,8/5/19 19:49,-0.019663099,,,0.01747831,PZ9,8/5/19 20:09,-0.084878464,,,
SL-A,A9,8/15/21 21:45,-0.018980015,,,0.24217028,A12D,8/15/21 21:45,-0.012054961,,,0.384887295,SL-B,B11,8/15/21 22:00,-0.0399306,,,0.104850592,B13,8/15/21 22:00,-0.025531932,,,0.111737122,KL,PZ5,8/5/19 19:54,0.009830016,,,-0.01092224,PZ7,8/5/19 19:54,-0.022947818,,,0.02039806,PZ9,8/5/19 20:14,-0.076302057,,,
SL-A,A9,8/15/21 22:00,-0.026280015,,,0.335312622,A12D,8/15/21 22:00,-0.014354961,,,0.45832103,SL-B,B11,8/15/21 22:15,-0.0425306,,,0.111677726,B13,8/15/21 22:15,-0.022131932,,,0.096857472,KL,PZ5,8/5/19 19:59,0.000399453,,,-0.000443837,PZ7,8/5/19 19:59,-0.026232536,,,0.02331781,PZ9,8/5/19 20:19,-0.069392318,,,
SL-A,A9,8/15/21 22:15,-0.020880015,,,0.266412807,A12D,8/15/21 22:15,-0.014954961,,,0.477477657,SL-B,B11,8/15/21 22:30,-0.0329306,,,0.086469848,B13,8/15/21 22:30,-0.022531932,,,0.098608019,KL,PZ5,8/5/19 20:04,0.006927245,,,-0.007696939,PZ7,8/5/19 20:04,-0.025850589,,,0.022978301,PZ9,8/5/19 20:24,-0.062482578,,,
SL-A,A9,8/15/21 22:30,-0.020280015,,,0.258757272,A12D,8/15/21 22:30,-0.009354961,,,0.298682476,SL-B,B11,8/15/21 22:45,-0.0386306,,,0.101437025,B13,8/15/21 22:45,-0.024231932,,,0.106047844,KL,PZ5,8/5/19 20:09,0.013455037,,,-0.014950041,PZ7,8/5/19 20:09,-0.025468641,,,0.022638792,PZ9,8/5/19 20:29,-0.055572839,,,
SL-A,A9,8/15/21 22:45,-0.024980015,,,0.318725629,A12D,8/15/21 22:45,-0.015054961,,,0.480670428,SL-B,B11,8/15/21 23:00,-0.0396306,,,0.104062846,B13,8/15/21 23:00,-0.025231932,,,0.110424211,KL,PZ5,8/5/19 20:14,0.019982828,,,-0.022203142,PZ7,8/5/19 20:14,-0.023038078,,,0.020478292,PZ9,8/5/19 20:34,-0.051329766,,,
SL-A,A9,8/15/21 23:00,-0.025980015,,,0.331484854,A12D,8/15/21 23:00,-0.015054961,,,0.480670428,SL-B,B11,8/15/21 23:15,-0.0291306,,,0.07649173,B13,8/15/21 23:15,-0.017731932,,,0.077601454,KL,PZ5,8/5/19 20:19,0.018698109,,,-0.020775677,PZ7,8/5/19 20:19,-0.022274182,,,0.019799273,PZ9,8/5/19 20:39,-0.047086693,,,
SL-A,A9,8/15/21 23:15,-0.022480015,,,0.286827567,A12D,8/15/21 23:15,-0.012554961,,,0.400851151,SL-B,B11,8/15/21 23:30,-0.0376306,,,0.098811205,B13,8/15/21 23:30,-0.022231932,,,0.097295109,KL,PZ5,8/5/19 20:24,0.017413391,,,-0.019348212,PZ7,8/5/19 20:24,-0.021510286,,,0.019120255,PZ9,8/5/19 20:44,-0.067426995,,,
SL-A,A9,8/15/21 23:30,-0.024980015,,,0.318725629,A12D,8/15/21 23:30,-0.012054961,,,0.384887295,SL-B,B11,8/15/21 23:45,-0.0363306,,,0.095397638,B13,8/15/21 23:45,-0.019931932,,,0.087229463,KL,PZ5,8/5/19 20:29,0.016128672,,,-0.017920747,PZ7,8/5/19 20:29,-0.018697776,,,0.016620245,PZ9,8/5/19 20:49,-0.074767297,,,
SL-A,A9,8/15/21 23:45,-0.020680015,,,0.263860962,A12D,8/15/21 23:45,-0.008754961,,,0.279525849,SL-B,B11,8/16/21 0:00,-0.0373306,,,0.098023459,B13,8/16/21 0:00,-0.018931932,,,0.082853095,KL,PZ5,8/5/19 20:34,0.012177287,,,-0.013530318,PZ7,8/5/19 20:34,-0.018551932,,,0.016490606,PZ9,8/5/19 20:54,-0.082107599,,,
SL-A,A9,8/16/21 0:00,-0.020680015,,,0.263860962,A12D,8/16/21 0:00,-0.010754961,,,0.343381271,SL-B,B11,8/16/21 0:15,-0.0399306,,,0.104850592,B13,8/16/21 0:15,-0.025531932,,,0.111737122,KL,PZ5,8/5/19 20:39,0.008225901,,,-0.00913989,PZ7,8/5/19 20:39,-0.018406088,,,0.016360968,PZ9,8/5/19 20:59,-0.066913141,,,
SL-A,A9,8/16/21 0:15,-0.022280015,,,0.284275722,A12D,8/16/21 0:15,-0.013354961,,,0.426393319,SL-B,B11,8/16/21 0:30,-0.0418306,,,0.109839651,B13,8/16/21 0:30,-0.026431932,,,0.115675853,KL,PZ5,8/5/19 20:44,0.004274516,,,-0.004749462,PZ7,8/5/19 20:44,-0.024406088,,,0.021694301,PZ9,8/5/19 21:04,-0.062718682,,,
SL-A,A9,8/16/21 0:30,-0.026180015,,,0.334036699,A12D,8/16/21 0:30,-0.016254961,,,0.518983681,SL-B,B11,8/16/21 0:45,-0.0349306,,,0.091721489,B13,8/16/21 0:45,-0.019531932,,,0.085478916,KL,PZ5,8/5/19 20:49,0.01332313,,,-0.014803478,PZ7,8/5/19 20:49,-0.017406089,,,0.015472079,PZ9,8/5/19 21:09,-0.058524224,,,
SL-A,A9,8/16/21 0:45,-0.018280015,,,0.233238822,A12D,8/16/21 0:45,-0.009354961,,,0.298682476,SL-B,B11,8/16/21 1:00,-0.0398306,,,0.10458801,B13,8/16/21 1:00,-0.018431932,,,0.080664912,KL,PZ5,8/5/19 20:54,0.022371745,,,-0.024857494,PZ7,8/5/19 20:54,-0.010406088,,,0.009249856,PZ9,8/5/19 21:14,-0.058426995,,,
SL-A,A9,8/16/21 1:00,-0.019180015,,,0.244722125,A12D,8/16/21 1:00,-0.010254961,,,0.327417416,SL-B,B11,8/16/21 1:15,-0.0380306,,,0.099861533,B13,8/16/21 1:15,-0.023631932,,,0.103422023,KL,PZ5,8/5/19 20:59,0.031420359,,,-0.03491151,PZ7,8/5/19 20:59,0.000691141,,,-0.000614347,PZ9,8/5/19 21:19,-0.048996432,,,
SL-A,A9,8/16/21 1:15,-0.025380015,,,0.323829319,A12D,8/16/21 1:15,-0.015454961,,,0.493441512,SL-B,B11,8/16/21 1:30,-0.0347306,,,0.091196325,B13,8/16/21 1:30,-0.014331932,,,0.062721804,KL,PZ5,8/5/19 21:04,0.031517589,,,-0.035019543,PZ7,8/5/19 21:04,0.00078837,,,-0.000700773,PZ9,8/5/19 21:24,-0.03956587,,,
SL-A,A9,8/16/21 1:30,-0.015080015,,,0.192409303,A12D,8/16/21 1:30,-0.008154961,,,0.260369223,SL-B,B11,8/16/21 1:45,-0.0332306,,,0.087257594,B13,8/16/21 1:45,-0.015831932,,,0.069286356,KL,PZ5,8/5/19 21:09,0.031614818,,,-0.035127575,PZ7,8/5/19 21:09,0.000885599,,,-0.000787199,PZ9,8/5/19 21:29,-0.032183922,,,
SL-A,A9,8/16/21 1:45,-0.017580015,,,0.224307365,A12D,8/16/21 1:45,-0.008654961,,,0.276333078,SL-B,B11,8/16/21 2:00,-0.0418306,,,0.109839651,B13,8/16/21 2:00,-0.026431932,,,0.115675853,KL,PZ5,8/5/19 21:14,0.031712047,,,-0.035235608,PZ7,8/5/19 21:14,0.000982828,,,-0.000873625,PZ9,8/5/19 21:34,-0.034801974,,,
SL-A,A9,8/16/21 2:00,-0.027180015,,,0.346795924,A12D,8/16/21 2:00,-0.017254961,,,0.550911392,SL-B,B11,8/16/21 2:15,-0.0461306,,,0.12113068,B13,8/16/21 2:15,-0.020731932,,,0.090730557,KL,PZ5,8/5/19 21:19,0.039093995,,,-0.043437772,PZ7,8/5/19 21:19,0.009047648,,,-0.008042353,PZ9,8/5/19 21:39,-0.037420026,,,
SL-A,A9,8/16/21 2:15,-0.029480015,,,0.376142142,A12D,8/16/21 2:15,-0.019554961,,,0.624345126,SL-B,B11,8/16/21 2:30,-0.0369306,,,0.09697313,B13,8/16/21 2:30,-0.023531932,,,0.102984387,KL,PZ5,8/5/19 21:24,0.046475943,,,-0.051639936,PZ7,8/5/19 21:24,0.019843953,,,-0.01763907,PZ9,8/5/19 21:44,-0.033892234,,,
SL-A,A9,8/16/21 2:30,-0.026280015,,,0.335312622,A12D,8/16/21 2:30,-0.017354961,,,0.554104163,SL-B,B11,8/16/21 2:45,-0.0257306,,,,B13,8/16/21 2:45,-0.003331932,,,,KL,PZ5,8/5/19 21:29,0.053857891,,,-0.059842101,PZ7,8/5/19 21:29,0.025177287,,,-0.02237981,PZ9,8/5/19 21:49,-0.024031109,,,
SL-A,A9,8/16/21 2:45,-0.008080015,,,0.103094728,A12D,8/16/21 2:45,0.000845039,,,,SL-B,B11,8/16/21 3:00,-0.0408306,,,0.107213831,B13,8/16/21 3:00,-0.020431932,,,0.089417647,KL,PZ5,8/5/19 21:34,0.053288453,,,-0.059209392,PZ7,8/5/19 21:34,0.021876363,,,-0.019445656,PZ9,8/5/19 21:54,-0.014169984,,,
SL-A,A9,8/16/21 3:00,-0.023180015,,,0.295759025,A12D,8/16/21 3:00,-0.013254961,,,0.423200548,SL-B,B11,8/16/21 3:15,-0.0328306,,,0.086207266,B13,8/16/21 3:15,-0.010431932,,,0.045653971,KL,PZ5,8/5/19 21:39,0.052719016,,,-0.058576684,PZ7,8/5/19 21:39,0.015843953,,,-0.014083514,PZ9,8/5/19 21:59,-0.008406088,,,
SL-A,A9,8/16/21 3:15,-0.011180015,,,0.142648325,A12D,8/16/21 3:15,-0.004254961,,,0.135851151,SL-B,B11,8/16/21 3:30,-0.0530306,,,,B13,8/16/21 3:30,-0.030631932,,,,KL,PZ5,8/5/19 21:44,0.052149578,,,-0.057943976,PZ7,8/5/19 21:44,0.015274516,,,-0.013577347,PZ9,8/5/19 22:04,-0.016975526,,,
SL-A,A9,8/16/21 3:30,-0.031380015,,,0.400384669,A12D,8/16/21 3:30,-0.023454961,,,,SL-B,B11,8/16/21 3:45,-0.0341306,,,0.089620833,B13,8/16/21 3:45,-0.015731932,,,0.068848719,KL,PZ5,8/5/19 21:49,0.055864859,,,-0.062072066,PZ7,8/5/19 21:49,0.021721283,,,-0.019307807,PZ9,8/5/19 22:09,-0.025544963,,,
SL-A,A9,8/16/21 3:45,-0.015480015,,,0.197512993,A12D,8/16/21 3:45,-0.005554961,,,0.177357175,SL-B,B11,8/16/21 4:00,-0.0603306,,,,B13,8/16/21 4:00,-0.035931932,,,,KL,PZ5,8/5/19 21:54,0.059580141,,,-0.066200156,PZ7,8/5/19 21:54,0.026802307,,,-0.023824273,PZ9,8/5/19 22:14,-0.03821163,,,
