Site,Piezo_ID,Date/Time,Head_(m),Piezo_ID,Date/Time,Head_(m),Piezo_ID,Date/Time,Head_(m),Specific_cond.(uS/cm),Piezo_ID,Date/Time,Head_(m),Site,Piezo_ID,Date/Time,Head_(m),Piezo_ID,Date/Time,Head_(m),Piezo_ID,Date/Time,Head_(m),Piezo_ID,Date/Time,Head_(m),Piezo_ID,Date/Time,Head_(m),Site,Piezo_ID,Date/Time,Head_(m),Piezo_ID,Date/Time,Head_(m),Specific_cond.(uS/cm),Piezo_ID,Date/Time,Head_(m),Specific_cond.(uS/cm),Piezo_ID,Date/Time,Head_(m),Specific_cond.(uS/cm),Piezo_ID,Date/Time,Head_(m),Specific_cond.(uS/cm),Piezo_ID,Date/Time,Head_(m),Specific_cond.(uS/cm)
SL-A,A5,8/15/21 5:00,0.448398476,A9d,8/15/21 5:15,0.419557254,A9s,8/15/21 10:15,0.44671044,,A12,8/15/21 5:15,0.422054381,SL-B,B2,8/15/21 5:45,0.480006415,B5,8/15/21 5:45,0.45424983,B8,8/15/21 5:30,0.442444279,B11,8/15/21 5:30,0.434043799,B13,8/15/21 5:30,0.414645131,KL,,,,,,,,,,,,Pz5,8/6/19 16:46,-0.28373312,45511.9,Pz7,8/6/19 16:54,-0.267344203,35037.8,Pz9,8/6/19 17:08,-0.20793438,35197.3
SL-A,A5,8/15/21 5:15,0.454806467,A9d,8/15/21 5:30,0.421393213,A9s,8/15/21 10:30,0.449566376,,A12,8/15/21 5:30,0.42489034,SL-B,B2,8/15/21 6:00,0.480190433,B5,8/15/21 6:00,0.457433848,B8,8/15/21 5:45,0.449322304,B11,8/15/21 5:45,0.447921824,B13,8/15/21 5:45,0.432523156,KL,,,,,,,,,,,,Pz5,8/6/19 17:01,-0.277587276,45474.5,Pz7,8/6/19 17:09,-0.26119836,35047.7,Pz9,8/6/19 17:23,-0.214080224,35197.3
SL-A,A5,8/15/21 5:30,0.462642426,A9d,8/15/21 5:45,0.437271238,A9s,8/15/21 10:45,0.444364492,,A12,8/15/21 5:45,0.438768365,SL-B,B2,8/15/21 6:15,0.483394428,B5,8/15/21 6:15,0.462637844,B8,8/15/21 6:00,0.459506322,B11,8/15/21 6:00,0.458105842,B13,8/15/21 6:00,0.444707174,KL,,,,,,,,,,,,Pz5,8/6/19 17:16,-0.271441432,45454.1,Pz7,8/6/19 17:24,-0.248906672,35153.5,Pz9,8/6/19 17:38,-0.201788537,35153.8
SL-A,A5,8/15/21 5:45,0.466520451,A9d,8/15/21 6:00,0.448455257,A9s,8/15/21 11:00,0.469894458,,A12,8/15/21 6:00,0.455952383,SL-B,B2,8/15/21 6:30,0.489638378,B5,8/15/21 6:30,0.477881794,B8,8/15/21 6:15,0.473710318,B11,8/15/21 6:15,0.471309838,B13,8/15/21 6:15,0.458911169,KL,,,,,,,,,,,,Pz5,8/6/19 17:31,-0.265295589,45408.2,Pz7,8/6/19 17:39,-0.248906672,35153.5,Pz9,8/6/19 17:53,-0.201788537,35180.6
SL-A,A5,8/15/21 6:00,0.484704469,A9d,8/15/21 6:15,0.463659252,A9s,8/15/21 11:15,0.435016433,,A12,8/15/21 6:15,0.467156379,SL-B,B2,8/15/21 6:45,0.485558469,B5,8/15/21 6:45,0.478801884,B8,8/15/21 6:30,0.486954268,B11,8/15/21 6:30,0.492553788,B13,8/15/21 6:30,0.47115512,KL,,,,,,,,,,,,Pz5,8/6/19 17:46,-0.265295589,45408.2,Pz7,8/6/19 17:54,-0.242760828,35135.3,Pz9,8/6/19 18:08,-0.201788537,35207.4
SL-A,A5,8/15/21 6:15,0.499908464,A9d,8/15/21 6:30,0.474903202,A9s,8/15/21 11:30,0.409996456,,A12,8/15/21 6:30,0.478400329,SL-B,B2,8/15/21 7:00,0.491822397,B5,8/15/21 7:00,0.486065812,B8,8/15/21 6:45,0.489874358,B11,8/15/21 6:45,0.490473878,B13,8/15/21 6:45,0.47807521,KL,,,,,,,,,,,,Pz5,8/6/19 18:01,-0.259149745,45379.3,Pz7,8/6/19 18:09,-0.230469141,35135.3,Pz9,8/6/19 18:23,-0.183351005,35189
SL-A,A5,8/15/21 6:30,0.571152414,A9d,8/15/21 6:45,0.479823293,A9s,8/15/21 11:45,0.425956501,,A12,8/15/21 6:45,0.48832042,SL-B,B2,8/15/21 7:15,0.492068458,B5,8/15/21 7:15,0.502311873,B8,8/15/21 7:00,0.495138286,B11,8/15/21 7:00,0.500737806,B13,8/15/21 7:00,0.486339138,KL,,,,,,,,,,,,Pz5,8/6/19 18:16,-0.246858057,45467.6,Pz7,8/6/19 18:24,-0.230469141,35135.3,Pz9,8/6/19 18:38,-0.152621787,35207.4
SL-A,A5,8/15/21 6:45,0.584072505,A9d,8/15/21 7:00,0.48408722,A9s,8/15/21 12:00,0.436240406,,A12,8/15/21 7:00,0.490584347,SL-B,B2,8/15/21 7:30,0.497068458,B5,8/15/21 7:30,0.511311873,B8,8/15/21 7:15,0.510384347,B11,8/15/21 7:15,0.511983867,B13,8/15/21 7:15,0.495585199,KL,,,,,,,,,,,,Pz5,8/6/19 18:31,-0.246858057,45428.3,Pz7,8/6/19 18:39,-0.218177453,35125.4,Pz9,8/6/19 18:53,-0.164913474,35207.4
SL-A,A5,8/15/21 7:00,0.588336433,A9d,8/15/21 7:15,0.499333281,A9s,8/15/21 12:15,0.462262494,,A12,8/15/21 7:15,0.503830408,SL-B,B2,8/15/21 7:45,0.498986437,B5,8/15/21 7:45,0.515229853,B8,8/15/21 7:30,0.516384347,B11,8/15/21 7:30,0.516983867,B13,8/15/21 7:30,0.503585199,KL,,,,,,,,,,,,Pz5,8/6/19 18:46,-0.240712214,45401,Pz7,8/6/19 18:54,-0.212031609,35143.6,Pz9,8/6/19 19:08,-0.164913474,35224.1
SL-A,A5,8/15/21 7:15,0.584582494,A9d,8/15/21 7:30,0.506333281,A9s,8/15/21 12:30,0.434896569,,A12,8/15/21 7:30,0.508830408,SL-B,B2,8/15/21 8:00,0.503088435,B5,8/15/21 8:00,0.52333185,B8,8/15/21 7:45,0.522302327,B11,8/15/21 7:45,0.524901847,B13,8/15/21 7:45,0.508503178,KL,,,,,,,,,,,,Pz5,8/6/19 19:01,-0.246858057,45409.6,Pz7,8/6/19 19:09,-0.212031609,35135.3,Pz9,8/6/19 19:23,-0.146475943,35242.5
SL-A,A5,8/15/21 7:30,0.592582494,A9d,8/15/21 7:45,0.508251261,A9s,8/15/21 12:45,0.444040632,,A12,8/15/21 7:45,0.521748388,SL-B,B2,8/15/21 8:15,0.503068458,B5,8/15/21 8:15,0.524311873,B8,8/15/21 8:00,0.538404324,B11,8/15/21 8:00,0.535003844,B13,8/15/21 8:00,0.519605176,KL,,,,,,,,,,,,Pz5,8/6/19 19:16,-0.253003901,45486.4,Pz7,8/6/19 19:24,-0.212031609,35125.4,Pz9,8/6/19 19:38,-0.152621787,35259.2
SL-A,A5,8/15/21 7:45,0.592500473,A9d,8/15/21 8:00,0.526353259,A9s,8/15/21 13:00,0.423202562,,A12,8/15/21 8:00,0.525850386,SL-B,B2,8/15/21 8:30,0.505516403,B5,8/15/21 8:30,0.528759819,B8,8/15/21 8:15,0.524384347,B11,8/15/21 8:15,0.525983867,B13,8/15/21 8:15,0.516585199,KL,,,,,,,,,,,,Pz5,8/6/19 19:31,-0.249930979,44848.1,Pz7,8/6/19 19:39,-0.212031609,35125.4,Pz9,8/6/19 19:53,-0.134184255,35250.8
SL-A,A5,8/15/21 8:00,0.600602471,A9d,8/15/21 8:15,0.516333281,A9s,8/15/21 13:15,0.45422254,,A12,8/15/21 8:15,0.526830408,SL-B,B2,8/15/21 8:45,0.510944372,B5,8/15/21 8:45,0.533187787,B8,8/15/21 8:30,0.521832293,B11,8/15/21 8:30,0.528431813,B13,8/15/21 8:30,0.515033144,KL,,,,,,,,,,,,Pz5,8/6/19 19:46,-0.243785136,44392.5,Pz7,8/6/19 19:54,-0.212031609,35163.4,Pz9,8/6/19 20:08,-0.164913474,35250.8
SL-A,A5,8/15/21 8:15,0.593582494,A9d,8/15/21 8:30,0.513781227,A9s,8/15/21 13:30,0.442426535,,A12,8/15/21 8:30,0.525278354,SL-B,B2,8/15/21 9:00,0.507476449,B5,8/15/21 9:00,0.521719864,B8,8/15/21 8:45,0.523260261,B11,8/15/21 8:45,0.523859781,B13,8/15/21 8:45,0.512461113,KL,,,,,,,,,,,,Pz5,8/6/19 20:01,-0.289878964,44049.5,Pz7,8/6/19 20:09,-0.205885766,35125.4,Pz9,8/6/19 20:23,-0.152621787,35267.6
SL-A,A5,8/15/21 8:30,0.597030439,A9d,8/15/21 8:45,0.513209195,A9s,8/15/21 13:45,0.435592687,,A12,8/15/21 8:45,0.521706322,SL-B,B2,8/15/21 9:15,0.50988444,B5,8/15/21 9:15,0.516127855,B8,8/15/21 9:00,0.507792338,B11,8/15/21 9:00,0.508391858,B13,8/15/21 9:00,0.49799319,KL,,,,,,,,,,,,Pz5,8/6/19 20:16,-0.259149745,43858.4,Pz7,8/6/19 20:24,-0.212031609,35125.4,Pz9,8/6/19 20:38,-0.164913474,34978.3
SL-A,A5,8/15/21 8:45,0.596458408,A9d,8/15/21 9:00,0.497741272,A9s,8/15/21 14:00,0.437122653,,A12,8/15/21 9:00,0.503238399,SL-B,B2,8/15/21 9:30,0.512108412,B5,8/15/21 9:30,0.509351828,B8,8/15/21 9:15,0.502200329,B11,8/15/21 9:15,0.502799849,B13,8/15/21 9:15,0.489401181,KL,,,,,,,,,,,,Pz5,8/6/19 20:31,-0.253003901,43744,Pz7,8/6/19 20:39,-0.212031609,35135.3,Pz9,8/6/19 20:53,-0.201788537,35337.8
SL-A,A5,8/15/21 9:00,0.575990485,A9d,8/15/21 9:15,0.490149263,A9s,8/15/21 14:15,0.440062721,,A12,8/15/21 9:15,0.49764639,SL-B,B2,8/15/21 9:45,0.509762465,B5,8/15/21 9:45,0.50700588,B8,8/15/21 9:30,0.500424302,B11,8/15/21 9:30,0.503023822,B13,8/15/21 9:30,0.491625154,KL,,,,,,,,,,,,Pz5,8/6/19 20:46,-0.246858057,43658.7,Pz7,8/6/19 20:54,-0.221250375,33139.8,Pz9,8/6/19 21:08,-0.201788537,35418.1
SL-A,A5,8/15/21 9:15,0.560398476,A9d,8/15/21 9:30,0.492373236,A9s,8/15/21 14:30,0.450634753,,A12,8/15/21 9:30,0.497870363,SL-B,B2,8/15/21 10:00,0.510742487,B5,8/15/21 10:00,0.497985903,B8,8/15/21 9:45,0.487078354,B11,8/15/21 9:45,0.486677874,B13,8/15/21 9:45,0.476279206,KL,,,,,,,,,,,,,,,,Pz7,8/6/19 21:09,-0.230469141,33813.5,,,,
SL-A,A5,8/15/21 9:30,0.538622448,A9d,8/15/21 9:45,0.482027288,A9s,8/15/21 14:45,0.407614775,,A12,8/15/21 9:45,0.485524415,SL-B,B2,8/15/21 10:15,0.506458582,B5,8/15/21 10:15,0.494701998,B8,8/15/21 10:00,0.483058376,B11,8/15/21 10:00,0.479657896,B13,8/15/21 10:00,0.469259228,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 9:45,0.519276501,A9d,8/15/21 10:00,0.469007311,A9s,8/15/21 15:00,0.444532755,,A12,8/15/21 10:00,0.479504438,SL-B,B2,8/15/21 10:30,0.510314519,B5,8/15/21 10:30,0.494557934,B8,8/15/21 10:15,0.472774472,B11,8/15/21 10:15,0.474373992,B13,8/15/21 10:15,0.455975324,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 10:00,0.514256523,A9d,8/15/21 10:15,0.461723406,A9s,8/15/21 15:15,0.483982811,,A12,8/15/21 10:15,0.466220533,SL-B,B2,8/15/21 10:45,0.503112635,B5,8/15/21 10:45,0.48735605,B8,8/15/21 10:30,0.464630408,B11,8/15/21 10:30,0.469229928,B13,8/15/21 10:30,0.45383126,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 10:15,0.499972618,A9d,8/15/21 10:30,0.453579343,A9s,8/15/21 15:30,0.467920768,,A12,8/15/21 10:30,0.461076469,SL-B,B2,8/15/21 11:00,0.507642601,B5,8/15/21 11:00,0.483886016,B8,8/15/21 10:45,0.453428524,B11,8/15/21 10:45,0.450028044,B13,8/15/21 10:45,0.442629376,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 10:30,0.494828555,A9d,8/15/21 10:45,0.445377458,A9s,8/15/21 15:45,0.505228873,,A12,8/15/21 10:45,0.448874585,SL-B,B2,8/15/21 11:15,0.507764576,B5,8/15/21 11:15,0.481007991,B8,8/15/21 11:00,0.44795849,B11,8/15/21 11:00,0.44555801,B13,8/15/21 11:00,0.434159342,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 10:45,0.479626671,A9d,8/15/21 11:00,0.436907424,A9s,8/15/21 16:00,0.491596909,,A12,8/15/21 11:00,0.443404551,SL-B,B2,8/15/21 11:30,0.497744598,B5,8/15/21 11:30,0.480988014,B8,8/15/21 11:15,0.447080465,B11,8/15/21 11:15,0.443679985,B13,8/15/21 11:15,0.430281317,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 11:00,0.476156637,A9d,8/15/21 11:15,0.429029399,A9s,8/15/21 16:15,0.475738861,,A12,8/15/21 11:15,0.438526526,SL-B,B2,8/15/21 11:45,0.501704644,B5,8/15/21 11:45,0.474948059,B8,8/15/21 11:30,0.447060488,B11,8/15/21 11:30,0.445660008,B13,8/15/21 11:30,0.431261339,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 11:15,0.480278612,A9d,8/15/21 11:30,0.433009422,A9s,8/15/21 16:30,0.450820882,,A12,8/15/21 11:30,0.441506549,SL-B,B2,8/15/21 12:00,0.504988548,B5,8/15/21 12:00,0.483231964,B8,8/15/21 11:45,0.443020533,B11,8/15/21 11:45,0.440620053,B13,8/15/21 11:45,0.430221385,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 11:30,0.483258634,A9d,8/15/21 11:45,0.429969467,A9s,8/15/21 16:45,0.451126875,,A12,8/15/21 11:45,0.436466594,SL-B,B2,8/15/21 12:15,0.487010637,B5,8/15/21 12:15,0.480254052,B8,8/15/21 12:00,0.458304438,B11,8/15/21 12:00,0.451903958,B13,8/15/21 12:00,0.43950529,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 11:45,0.49421868,A9d,8/15/21 12:00,0.441253372,A9s,8/15/21 17:00,0.474293027,,A12,8/15/21 12:00,0.445750499,SL-B,B2,8/15/21 12:30,,B5,8/15/21 12:30,0.462888127,B8,8/15/21 12:15,0.459326526,B11,8/15/21 12:15,0.452926046,B13,8/15/21 12:15,0.437527378,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 12:00,0.518502584,A9d,8/15/21 12:15,0.438275461,A9s,8/15/21 17:15,0.526865059,,A12,8/15/21 12:15,0.448772587,SL-B,B2,8/15/21 12:45,,B5,8/15/21 12:45,0.44603219,B8,8/15/21 12:30,0.454960601,B11,8/15/21 12:30,0.444560121,B13,8/15/21 12:30,0.436161453,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 12:15,0.518524673,A9d,8/15/21 12:30,0.430909535,A9s,8/15/21 17:30,0.499517,,A12,8/15/21 12:30,0.444406662,SL-B,B2,8/15/21 13:00,,B5,8/15/21 13:00,0.42919412,B8,8/15/21 12:45,0.449104664,B11,8/15/21 12:45,0.437704184,B13,8/15/21 12:45,0.427305516,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 12:30,0.510158748,A9d,8/15/21 12:45,0.429053599,A9s,8/15/21 17:45,0.523295138,,A12,8/15/21 12:45,0.435550726,SL-B,B2,8/15/21 13:15,,B5,8/15/21 13:15,0.450214097,B8,8/15/21 13:00,0.447266594,B11,8/15/21 13:00,0.435866114,B13,8/15/21 13:00,0.428467446,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 12:45,0.514302811,A9d,8/15/21 13:00,0.424215529,A9s,8/15/21 18:00,0.485561176,,A12,8/15/21 13:00,0.429712655,SL-B,B2,8/15/21 13:30,,B5,8/15/21 13:30,0.429418093,B8,8/15/21 13:15,0.456286571,B11,8/15/21 13:15,0.445886091,B13,8/15/21 13:15,0.433487423,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 13:00,0.533464741,A9d,8/15/21 13:15,0.433235506,A9s,8/15/21 18:15,0.528479156,,A12,8/15/21 13:15,0.440732633,SL-B,B2,8/15/21 13:45,,B5,8/15/21 13:45,0.407584245,B8,8/15/21 13:30,0.465490567,B11,8/15/21 13:30,0.458090087,B13,8/15/21 13:30,0.443691419,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 13:15,0.513484718,A9d,8/15/21 13:30,0.445439501,A9s,8/15/21 18:30,0.496643197,,A12,8/15/21 13:30,0.453936628,SL-B,B2,8/15/21 14:00,,B5,8/15/21 14:00,0.427114211,B8,8/15/21 13:45,0.466656719,B11,8/15/21 13:45,0.459256239,B13,8/15/21 13:45,0.441857571,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 13:30,0.508688714,A9d,8/15/21 13:45,0.444605653,A9s,8/15/21 18:45,0.474665285,,A12,8/15/21 13:45,0.45310278,SL-B,B2,8/15/21 14:15,,B5,8/15/21 14:15,0.444054279,B8,8/15/21 14:00,0.463186685,B11,8/15/21 14:00,0.461786205,B13,8/15/21 14:00,0.444387537,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 13:45,0.520854865,A9d,8/15/21 14:00,0.445135619,A9s,8/15/21 19:00,0.470195251,,A12,8/15/21 14:00,0.453632746,SL-B,B2,8/15/21 14:30,,B5,8/15/21 14:30,0.425626311,B8,8/15/21 14:15,0.462126753,B11,8/15/21 14:15,0.449726273,B13,8/15/21 14:15,0.442327605,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 14:00,0.539384831,A9d,8/15/21 14:15,0.442075687,A9s,8/15/21 19:15,0.554585376,,A12,8/15/21 14:15,0.447572814,SL-B,B2,8/15/21 14:45,,B5,8/15/21 14:45,0.408606333,B8,8/15/21 14:30,0.459698784,B11,8/15/21 14:30,0.457298304,B13,8/15/21 14:30,0.438899636,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 14:15,0.541324899,A9d,8/15/21 14:30,0.442647719,A9s,8/15/21 19:30,0.489095365,,A12,8/15/21 14:30,0.448144846,SL-B,B2,8/15/21 15:00,,B5,8/15/21 15:00,0.538524313,B8,8/15/21 14:45,0.461678807,B11,8/15/21 14:45,0.461278327,B13,8/15/21 14:45,0.446879659,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 14:30,0.525896931,A9d,8/15/21 14:45,0.446627742,A9s,8/15/21 19:45,0.479933435,,A12,8/15/21 14:45,0.454124868,SL-B,B2,8/15/21 15:15,,B5,8/15/21 15:15,0.511974369,B8,8/15/21 15:00,0.491596787,B11,8/15/21 15:00,0.473196307,B13,8/15/21 15:00,0.459797639,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 14:45,0.521876954,A9d,8/15/21 15:00,0.462545721,A9s,8/15/21 20:00,0.467117453,,A12,8/15/21 15:00,0.469042848,SL-B,B2,8/15/21 15:30,,B5,8/15/21 15:30,0.514912326,B8,8/15/21 15:15,0.482046843,B11,8/15/21 15:15,0.475646363,B13,8/15/21 15:15,0.463247695,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 15:00,0.560794933,A9d,8/15/21 15:15,0.465995778,A9s,8/15/21 20:15,0.483995478,,A12,8/15/21 15:15,0.475492905,SL-B,B2,8/15/21 15:45,,B5,8/15/21 15:45,0.502220431,B8,8/15/21 15:30,0.4839848,B11,8/15/21 15:30,0.47558432,B13,8/15/21 15:30,0.467185652,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 15:15,0.56324499,A9d,8/15/21 15:30,0.467933735,A9s,8/15/21 20:30,0.459077498,,A12,8/15/21 15:30,0.474430862,SL-B,B2,8/15/21 16:00,,B5,8/15/21 16:00,0.509588467,B8,8/15/21 15:45,0.478292905,B11,8/15/21 15:45,0.481892425,B13,8/15/21 15:45,0.466493756,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 15:30,0.574182947,A9d,8/15/21 15:45,0.463241839,A9s,8/15/21 20:45,0.443813571,,A12,8/15/21 15:45,0.471738966,SL-B,B2,8/15/21 16:15,,B5,8/15/21 16:15,0.512730419,B8,8/15/21 16:00,0.481660941,B11,8/15/21 16:00,0.480260461,B13,8/15/21 16:00,0.469861793,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 15:45,0.568491051,A9d,8/15/21 16:00,0.469609875,A9s,8/15/21 21:00,0.451343537,,A12,8/15/21 16:00,0.478107002,SL-B,B2,8/15/21 16:30,0.476569024,B5,8/15/21 16:30,0.52081244,B8,8/15/21 16:15,0.489802893,B11,8/15/21 16:15,0.489402413,B13,8/15/21 16:15,0.473003745,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 16:00,0.566859088,A9d,8/15/21 16:15,0.475751828,A9s,8/15/21 21:15,0.450629553,,A12,8/15/21 16:15,0.483248954,SL-B,B2,8/15/21 16:45,0.492875018,B5,8/15/21 16:45,0.524118433,B8,8/15/21 16:30,0.490884914,B11,8/15/21 16:30,0.484484434,B13,8/15/21 16:30,0.469085765,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 16:15,0.56900104,A9d,8/15/21 16:30,0.473833848,A9s,8/15/21 21:30,0.426221562,,A12,8/15/21 16:30,0.480330975,SL-B,B2,8/15/21 17:00,0.501041169,B5,8/15/21 17:00,0.576284585,B8,8/15/21 16:45,,B11,8/15/21 16:45,0.495790427,B13,8/15/21 16:45,0.481391759,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 16:30,0.56508306,A9d,8/15/21 16:45,0.485139841,A9s,8/15/21 21:45,0.396221562,,A12,8/15/21 16:45,0.492636968,SL-B,B2,8/15/21 17:15,0.513613201,B5,8/15/21 17:15,0.566856617,B8,8/15/21 17:00,,B11,8/15/21 17:00,0.512956579,B13,8/15/21 17:00,0.490557911,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 16:45,0.564389054,A9d,8/15/21 17:00,0.495305993,A9s,8/15/21 22:00,0.38473155,,A12,8/15/21 17:00,0.50280312,SL-B,B2,8/15/21 17:30,0.515265142,B5,8/15/21 17:30,0.578508558,B8,8/15/21 17:15,0.53092909,B11,8/15/21 17:15,0.53752861,B13,8/15/21 17:15,0.522129942,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 17:00,0.560555205,A9d,8/15/21 17:15,0.522878025,A9s,8/15/21 22:15,0.385139541,,A12,8/15/21 17:15,0.528375152,SL-B,B2,8/15/21 17:45,0.517043281,B5,8/15/21 17:45,0.572286696,B8,8/15/21 17:30,0.538581032,B11,8/15/21 17:30,0.539180552,B13,8/15/21 17:30,0.520781883,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 17:15,0.564127237,A9d,8/15/21 17:30,0.522529966,A9s,8/15/21 22:30,0.392753639,,A12,8/15/21 17:30,0.530027093,SL-B,B2,8/15/21 18:00,0.517309319,B5,8/15/21 18:00,0.579552734,B8,8/15/21 17:45,0.53335917,B11,8/15/21 17:45,0.52795869,B13,8/15/21 17:45,0.515560022,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 17:30,0.564779178,A9d,8/15/21 17:45,0.514308104,A9s,8/15/21 22:45,0.369569621,,A12,8/15/21 17:45,0.522805231,SL-B,B2,8/15/21 18:15,0.519227299,B5,8/15/21 18:15,0.574470714,B8,8/15/21 18:00,0.524625208,B11,8/15/21 18:00,,B13,8/15/21 18:00,0.50482606,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 17:45,0.559557317,A9d,8/15/21 18:00,0.505574143,A9s,8/15/21 23:00,0.364079609,,A12,8/15/21 18:00,0.51207127,SL-B,B2,8/15/21 18:30,0.525391339,B5,8/15/21 18:30,0.568634755,B8,8/15/21 18:15,0.519543188,B11,8/15/21 18:15,,B13,8/15/21 18:15,0.50774404,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 18:00,0.552823355,A9d,8/15/21 18:15,0.508492122,A9s,8/15/21 23:15,0.36540558,,A12,8/15/21 18:15,0.515989249,SL-B,B2,8/15/21 18:45,0.524413428,B5,8/15/21 18:45,0.561656843,B8,8/15/21 18:30,0.517707229,B11,8/15/21 18:30,0.516306749,B13,8/15/21 18:30,0.502908081,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 18:15,0.549741335,A9d,8/15/21 18:30,0.502656163,A9s,8/15/21 23:30,0.346793593,,A12,8/15/21 18:30,0.51015329,SL-B,B2,8/15/21 19:00,0.528943394,B5,8/15/21 19:00,0.561186809,B8,8/15/21 18:45,0.515729317,B11,8/15/21 18:45,0.521328837,B13,8/15/21 18:45,0.503930169,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 18:30,0.543905375,A9d,8/15/21 18:45,0.501678252,A9s,8/15/21 23:45,0.367955523,,A12,8/15/21 18:45,0.511175378,SL-B,B2,8/15/21 19:15,0.527333519,B5,8/15/21 19:15,0.541576934,B8,8/15/21 19:00,0.517259283,B11,8/15/21 19:00,0.521858803,B13,8/15/21 19:00,0.507460135,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 18:45,0.542927464,A9d,8/15/21 19:00,0.508208218,A9s,8/16/21 0:00,0.372323559,,A12,8/15/21 19:00,0.518705344,SL-B,B2,8/15/21 19:30,0.529843507,B5,8/15/21 19:30,0.538086923,B8,8/15/21 19:15,0.499649408,B11,8/15/21 19:15,0.507248928,B13,8/15/21 19:15,0.49585026,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 19:00,0.54145743,A9d,8/15/21 19:15,0.492598342,A9s,8/16/21 0:15,0.383099587,,A12,8/15/21 19:15,0.500095469,SL-B,B2,8/15/21 19:45,0.526681577,B5,8/15/21 19:45,0.531924993,B8,8/15/21 19:30,0.505159396,B11,8/15/21 19:30,0.512758916,B13,8/15/21 19:30,0.497360248,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 19:15,0.530847554,A9d,8/15/21 19:30,0.498108331,A9s,8/16/21 0:30,0.342527555,,A12,8/15/21 19:30,0.504605458,SL-B,B2,8/15/21 20:00,0.526865596,B5,8/15/21 20:00,0.526109011,B8,8/15/21 19:45,0.506997467,B11,8/15/21 19:45,0.511596987,B13,8/15/21 19:45,0.495198319,KL,,,,,,,,,,,,,,,,,,,,,,,
SL-A,A5,8/15/21 19:30,0.531357543,A9d,8/15/21 19:45,0.492946401,A9s,8/16/21 0:45,0.318629553,,A12,8/15/21 19:45,0.498443528,SL-B,B2,8/15/21 20:15,0.526743621,B5,8/15/21 20:15,0.521987036,B8,8/15/21 20:00,0.495181485,B11,8/15/21 20:00,0.504781005,B13,8/15/21 20:00,0.486382337,KL,,,,,,,,,,,,,,,,,,,,,,,
